STATUSMOVEMENTID,SUBSCRIPTIONID,STATUSID,MOVEMENTDATE
88744835,2586,1,01-04-2024 12:50
22681655,2586,0,01-04-2024 13:01
90897565,2586,0,01-04-2024 13:09
67314391,2586,1,01-04-2024 13:10
31663262,4277,1,31-01-2024 19:10
22143650,4277,2,31-01-2024 19:11
36764403,4277,3,31-01-2024 19:14
50805633,4277,0,31-01-2024 19:18
74234318,4277,2,31-01-2024 19:19
43638021,4277,3,31-01-2024 19:21
58805866,4277,4,31-01-2024 19:26
53444124,4029,0,26-01-2024 21:07
50285347,1093,1,05-01-2024 21:19
60481300,1093,2,05-01-2024 21:20
86388048,1093,3,05-01-2024 21:23
19950822,1093,0,05-01-2024 21:27
90713630,1093,2,05-01-2024 21:30
63600726,1093,3,05-01-2024 21:31
93298375,4815,1,07-01-2024 15:51
96716054,4815,2,07-01-2024 15:54
71788449,4815,3,07-01-2024 15:55
80656248,4815,0,07-01-2024 15:58
64032878,4815,2,07-01-2024 16:01
27159894,4815,3,07-01-2024 16:06
79109909,1099,1,27-02-2024 14:29
60249588,1099,2,27-02-2024 14:33
34527485,1099,3,27-02-2024 14:34
11881690,1099,0,27-02-2024 14:42
48099950,1099,2,27-02-2024 14:44
41530195,1099,3,27-02-2024 14:47
70145828,1099,0,27-02-2024 14:51
66544980,1099,1,27-02-2024 14:53
56615059,1099,2,27-02-2024 14:56
23527876,1099,3,27-02-2024 15:01
44028677,8816,1,05-01-2024 16:08
57856271,8816,2,05-01-2024 16:11
27462761,8816,3,05-01-2024 16:14
78415459,8816,4,05-01-2024 16:15
18916666,8816,0,05-01-2024 16:18
15284336,8816,2,05-01-2024 16:19
42938845,8816,3,05-01-2024 16:21
39608950,8816,0,05-01-2024 16:22
61674405,8816,1,05-01-2024 16:26
39938004,8816,2,05-01-2024 16:27
72986796,8816,3,05-01-2024 16:29
56305506,8816,4,05-01-2024 16:32
22408393,8816,5,05-01-2024 16:34
55455368,3740,0,24-01-2024 11:05
94847505,3740,0,24-01-2024 11:12
11146027,6113,1,21-03-2024 13:42
17782636,6113,2,21-03-2024 13:44
13266204,6113,3,21-03-2024 13:48
25817245,6113,4,21-03-2024 13:49
32005898,6113,0,21-03-2024 13:54
16729490,6113,2,21-03-2024 13:56
47775675,6113,3,21-03-2024 14:01
85859281,6113,0,21-03-2024 14:03
16416322,6113,1,21-03-2024 14:04
74408720,6113,2,21-03-2024 14:08
92427632,6113,3,21-03-2024 14:12
79474458,6113,4,21-03-2024 14:13
84803171,6113,5,21-03-2024 14:14
49101588,6493,0,22-02-2024 14:45
90481448,6493,0,22-02-2024 14:53
32784631,5298,1,29-02-2024 11:50
63465351,5298,2,29-02-2024 11:51
62903978,5298,3,29-02-2024 11:53
98230205,5298,0,29-02-2024 11:58
53080885,5298,2,29-02-2024 12:03
24079682,5298,3,29-02-2024 12:06
89339245,5298,4,29-02-2024 12:08
14132481,1167,0,02-02-2024 19:10
43649469,1167,0,02-02-2024 19:20
12634231,1385,1,07-02-2024 15:19
59426419,1385,2,07-02-2024 15:24
53071296,1385,0,07-02-2024 15:30
34630105,1385,2,07-02-2024 15:32
22223787,1385,0,07-02-2024 15:37
69930324,1385,1,07-02-2024 15:40
83129981,1385,2,07-02-2024 15:44
53008961,4255,1,10-04-2024 13:15
25107237,4255,2,10-04-2024 13:19
24651046,4255,3,10-04-2024 13:24
37036339,4255,4,10-04-2024 13:28
38279955,4255,0,10-04-2024 13:30
20039879,4255,2,10-04-2024 13:34
59752350,4255,3,10-04-2024 13:36
73146477,4255,0,10-04-2024 13:38
41101501,4255,1,10-04-2024 13:39
23200477,4255,2,10-04-2024 13:40
81126672,4255,3,10-04-2024 13:45
72354779,4255,4,10-04-2024 13:48
36535444,4255,5,10-04-2024 13:49
12108972,3036,1,22-03-2024 17:58
56825016,3036,2,22-03-2024 18:02
39111253,3036,3,22-03-2024 18:05
59058516,3036,4,22-03-2024 18:10
15718282,3036,0,22-03-2024 18:13
79761659,3036,2,22-03-2024 18:16
42613903,3036,3,22-03-2024 18:20
12196435,3036,0,22-03-2024 18:22
45770727,3036,1,22-03-2024 18:25
57220747,3036,2,22-03-2024 18:26
21148394,3036,3,22-03-2024 18:31
30700630,3036,4,22-03-2024 18:33
18460276,3036,5,22-03-2024 18:37
92193573,7293,0,16-01-2024 14:41
26546203,3493,0,23-01-2024 17:08
59601374,5385,1,06-02-2024 19:10
58963821,5385,2,06-02-2024 19:12
99902223,5385,3,06-02-2024 19:17
45855826,5385,0,06-02-2024 19:19
92385808,5385,2,06-02-2024 19:24
27790163,5385,3,06-02-2024 19:29
39204929,5385,4,06-02-2024 19:33
58512135,5385,5,06-02-2024 19:37
52786681,2380,1,08-02-2024 20:16
78634237,2380,2,08-02-2024 20:17
99178569,2380,0,08-02-2024 20:21
71983307,2380,2,08-02-2024 20:22
88682067,2380,0,08-02-2024 20:25
49560496,2380,1,08-02-2024 20:29
70299498,2380,2,08-02-2024 20:33
72115619,2299,1,25-03-2024 19:00
45235643,2299,2,25-03-2024 19:02
54417508,2299,3,25-03-2024 19:04
47199827,2299,0,25-03-2024 19:09
62462232,2299,2,25-03-2024 19:14
60189508,2299,3,25-03-2024 19:18
18310565,9654,1,09-02-2024 18:46
67829356,9654,2,09-02-2024 18:51
37127301,9654,0,09-02-2024 19:03
67598454,9654,2,09-02-2024 19:06
55887840,9654,0,09-02-2024 19:14
78461009,9654,1,09-02-2024 19:18
45508743,9654,2,09-02-2024 19:20
13910349,6177,0,15-03-2024 14:01
15657342,6177,0,15-03-2024 14:12
39006086,2133,1,07-03-2024 16:27
43313001,2133,2,07-03-2024 16:29
37809455,2133,3,07-03-2024 16:31
98896589,2133,4,07-03-2024 16:33
17391954,2133,0,07-03-2024 16:35
95651964,2133,2,07-03-2024 16:39
19499190,2133,3,07-03-2024 16:43
18928369,2133,0,07-03-2024 16:46
63794461,2133,1,07-03-2024 16:48
19292121,2133,2,07-03-2024 16:52
66786672,2133,3,07-03-2024 16:56
56559114,2133,4,07-03-2024 17:00
12026347,2133,5,07-03-2024 17:05
63750975,9617,1,11-01-2024 13:05
86562189,9617,2,11-01-2024 13:10
33930175,9617,0,11-01-2024 13:20
83693525,9617,2,11-01-2024 13:25
94369182,9617,0,11-01-2024 13:29
47402160,9617,1,11-01-2024 13:34
37248034,9617,2,11-01-2024 13:35
50818766,1708,0,07-01-2024 18:55
32396927,1708,0,07-01-2024 19:03
86652000,2170,0,24-01-2024 19:48
30108192,6477,1,30-01-2024 15:50
21091853,6477,2,30-01-2024 15:51
72173433,6477,3,30-01-2024 15:55
54174230,6477,4,30-01-2024 15:58
90500709,6477,0,30-01-2024 15:59
27467076,6477,2,30-01-2024 16:04
14577835,6477,3,30-01-2024 16:07
22736689,6477,0,30-01-2024 16:09
89767530,6477,1,30-01-2024 16:11
45907578,6477,2,30-01-2024 16:15
23426893,6477,3,30-01-2024 16:17
54945626,6477,4,30-01-2024 16:18
48672805,3857,1,21-02-2024 18:30
45536671,3857,2,21-02-2024 18:32
63549783,3857,3,21-02-2024 18:33
32108285,3857,0,21-02-2024 18:41
11322992,3857,2,21-02-2024 18:45
41741340,3857,3,21-02-2024 18:46
46749149,3857,0,21-02-2024 18:50
95945267,3857,1,21-02-2024 18:55
84897728,3857,2,21-02-2024 18:56
26005163,3857,3,21-02-2024 18:58
82404673,7069,1,18-02-2024 14:41
87971687,7069,0,18-02-2024 14:45
99829438,9391,1,10-02-2024 16:57
44245040,9391,2,10-02-2024 17:00
11964659,9391,3,10-02-2024 17:01
84701691,9391,4,10-02-2024 17:02
70933124,9391,0,10-02-2024 17:03
63968289,9391,2,10-02-2024 17:08
35554014,9391,3,10-02-2024 17:13
67974414,9391,0,10-02-2024 17:16
22866119,9391,1,10-02-2024 17:17
36503755,9391,2,10-02-2024 17:20
13193055,9391,3,10-02-2024 17:21
79208766,9391,4,10-02-2024 17:22
99520463,4907,1,26-03-2024 21:47
35233648,4907,2,26-03-2024 21:49
20974227,4907,3,26-03-2024 21:51
12258674,4907,0,26-03-2024 21:56
81043587,4907,2,26-03-2024 21:59
50266175,4907,3,26-03-2024 22:00
69692317,4907,4,26-03-2024 22:03
23214891,2513,1,21-03-2024 19:16
59361212,2513,2,21-03-2024 19:20
45135867,2513,0,21-03-2024 19:26
74386627,2513,2,21-03-2024 19:31
61054530,9741,1,17-01-2024 10:47
90057080,9741,0,17-01-2024 10:58
76352944,9741,0,17-01-2024 11:07
53097776,9741,1,17-01-2024 11:08
83450164,9657,1,29-02-2024 22:00
78172117,9657,0,29-02-2024 22:12
57515516,2096,1,17-02-2024 18:40
33765712,2096,2,17-02-2024 18:43
56513211,2096,3,17-02-2024 18:47
76982298,2096,0,17-02-2024 18:50
57035928,2096,2,17-02-2024 18:51
90721623,2096,3,17-02-2024 18:52
33068458,7274,1,25-03-2024 10:38
29985634,7274,2,25-03-2024 10:41
63638810,7274,3,25-03-2024 10:45
70974041,7274,4,25-03-2024 10:46
42798001,7274,0,25-03-2024 10:51
12078481,7274,2,25-03-2024 10:54
18013260,7274,3,25-03-2024 10:59
34120024,7274,0,25-03-2024 11:02
28697394,7274,1,25-03-2024 11:06
44669413,7274,2,25-03-2024 11:09
94836780,7274,3,25-03-2024 11:14
16616342,7274,4,25-03-2024 11:16
79488052,4721,0,30-01-2024 11:54
40111449,4721,0,30-01-2024 12:04
11585649,6126,1,02-03-2024 18:00
64384271,6126,2,02-03-2024 18:01
96754150,6126,3,02-03-2024 18:04
32329496,6126,0,02-03-2024 18:06
92131763,6126,2,02-03-2024 18:11
56057985,6126,3,02-03-2024 18:13
37843843,6126,4,02-03-2024 18:14
73453047,2143,1,14-02-2024 11:10
62890540,2143,0,14-02-2024 11:22
63353453,6300,1,24-01-2024 18:33
16864256,6300,2,24-01-2024 18:38
20920930,6300,3,24-01-2024 18:40
95037821,6300,0,24-01-2024 18:45
71726764,6300,2,24-01-2024 18:50
71900848,6300,3,24-01-2024 18:52
76698174,6300,0,24-01-2024 18:54
92189409,6300,1,24-01-2024 18:57
51665223,6300,2,24-01-2024 19:01
43001217,6300,3,24-01-2024 19:02
65099306,2658,0,26-03-2024 20:14
87507413,2658,0,26-03-2024 20:20
28071044,6468,1,14-03-2024 11:13
80522073,6468,2,14-03-2024 11:15
30680268,6468,3,14-03-2024 11:19
20384844,6468,0,14-03-2024 11:20
71422250,6468,2,14-03-2024 11:22
41483342,6468,3,14-03-2024 11:26
11856632,6468,4,14-03-2024 11:30
53326930,6468,5,14-03-2024 11:32
71125702,5031,1,28-02-2024 14:52
79652163,5031,2,28-02-2024 14:53
32584003,5031,3,28-02-2024 14:56
14605166,5031,0,28-02-2024 15:00
84747396,5031,2,28-02-2024 15:04
75674425,5031,3,28-02-2024 15:07
22197824,3819,1,28-02-2024 10:27
67637292,3819,2,28-02-2024 10:28
68007010,3819,3,28-02-2024 10:31
39999003,3819,0,28-02-2024 10:32
19698453,3819,2,28-02-2024 10:37
38275324,3819,3,28-02-2024 10:40
18241574,3819,4,28-02-2024 10:42
72983489,3819,5,28-02-2024 10:45
19760200,3088,1,11-01-2024 13:58
59690480,3088,2,11-01-2024 14:01
37462339,3088,3,11-01-2024 14:06
80276948,3088,0,11-01-2024 14:07
98236500,3088,2,11-01-2024 14:11
31211079,3088,3,11-01-2024 14:15
30531533,3088,4,11-01-2024 14:16
62437388,3088,5,11-01-2024 14:19
77074923,8654,1,14-02-2024 14:07
24543769,8654,2,14-02-2024 14:12
37933218,8654,3,14-02-2024 14:14
65611436,8654,4,14-02-2024 14:18
82301587,8654,0,14-02-2024 14:21
98332698,8654,2,14-02-2024 14:23
45702808,8654,3,14-02-2024 14:26
77863345,8654,0,14-02-2024 14:31
13833015,8654,1,14-02-2024 14:34
91916094,8654,2,14-02-2024 14:37
69673760,8654,3,14-02-2024 14:40
75275130,8654,4,14-02-2024 14:44
83682527,8654,5,14-02-2024 14:48
46006515,5208,1,17-02-2024 12:46
16461367,5208,2,17-02-2024 12:51
24800794,5208,3,17-02-2024 12:56
32936446,5208,4,17-02-2024 12:59
54987441,5208,0,17-02-2024 13:04
98958104,5208,2,17-02-2024 13:09
96903291,5208,3,17-02-2024 13:12
63115135,5208,0,17-02-2024 13:16
93873451,5208,1,17-02-2024 13:18
36222670,5208,2,17-02-2024 13:20
29160527,5208,3,17-02-2024 13:24
91350344,5208,4,17-02-2024 13:28
32636581,5208,5,17-02-2024 13:33
68361651,6831,0,27-03-2024 16:45
50438249,6831,0,27-03-2024 16:53
56027021,2485,1,11-03-2024 20:57
25322635,2485,2,11-03-2024 21:01
70296016,2485,3,11-03-2024 21:06
66563131,2485,0,11-03-2024 21:10
54564123,2485,2,11-03-2024 21:15
64553662,2485,3,11-03-2024 21:20
90028498,2485,4,11-03-2024 21:25
26697256,9281,1,16-02-2024 20:09
85112878,9281,2,16-02-2024 20:11
76198935,9281,3,16-02-2024 20:14
92024531,9281,0,16-02-2024 20:17
27373799,9281,2,16-02-2024 20:19
29379439,9281,3,16-02-2024 20:23
76902566,9281,0,16-02-2024 20:28
69359743,9281,1,16-02-2024 20:31
42826495,9281,2,16-02-2024 20:35
40929586,9281,3,16-02-2024 20:40
23612543,5800,1,11-01-2024 19:08
87527025,5800,2,11-01-2024 19:10
76346770,5800,0,11-01-2024 19:19
24577947,5800,2,11-01-2024 19:23
43952429,5800,0,11-01-2024 19:30
96510223,5800,1,11-01-2024 19:34
91306175,5800,2,11-01-2024 19:39
55510065,2552,1,07-01-2024 10:18
31513546,2552,2,07-01-2024 10:19
19222268,2552,0,07-01-2024 10:28
20094632,2552,2,07-01-2024 10:33
72259520,7529,1,27-03-2024 13:05
40329309,7529,2,27-03-2024 13:09
46363471,7529,3,27-03-2024 13:13
91859112,7529,0,27-03-2024 13:18
88022153,7529,2,27-03-2024 13:22
71163161,7529,3,27-03-2024 13:27
54806101,7529,4,27-03-2024 13:28
73253581,7529,5,27-03-2024 13:32
71789355,1602,1,28-01-2024 16:21
59333935,1602,2,28-01-2024 16:22
40421425,1602,0,28-01-2024 16:26
67334714,1602,2,28-01-2024 16:30
51239197,1602,0,28-01-2024 16:33
36245592,1602,1,28-01-2024 16:36
30021033,1602,2,28-01-2024 16:41
67219344,5536,0,30-01-2024 16:28
25203993,9396,1,25-03-2024 13:57
57194231,9396,2,25-03-2024 14:00
48166561,9396,3,25-03-2024 14:05
41876035,9396,0,25-03-2024 14:09
47981635,9396,2,25-03-2024 14:10
23805375,9396,3,25-03-2024 14:12
35381885,3962,1,07-03-2024 11:12
27691741,3962,2,07-03-2024 11:15
49223646,3962,3,07-03-2024 11:19
76106481,3962,0,07-03-2024 11:22
69768330,3962,2,07-03-2024 11:23
62642845,3962,3,07-03-2024 11:27
81251999,3962,0,07-03-2024 11:28
96274069,3962,1,07-03-2024 11:33
13176460,3962,2,07-03-2024 11:35
54615808,3962,3,07-03-2024 11:38
44206485,6630,1,28-01-2024 16:43
17678822,6630,0,28-01-2024 16:57
32904980,6630,0,28-01-2024 17:11
30459025,6630,1,28-01-2024 17:14
63507880,4226,0,17-02-2024 11:42
87057253,4226,0,17-02-2024 11:51
35798379,7847,0,27-02-2024 13:51
94843914,1459,0,03-02-2024 17:53
91719243,9913,1,18-01-2024 16:48
80716626,9913,0,18-01-2024 17:00
51347652,9624,1,23-01-2024 20:02
39481234,9624,2,23-01-2024 20:05
84567579,9624,0,23-01-2024 20:10
79982388,9624,2,23-01-2024 20:11
97479209,9624,0,23-01-2024 20:15
53707357,9624,1,23-01-2024 20:20
64125431,9624,2,23-01-2024 20:24
60696182,2018,1,11-02-2024 14:52
98013645,2018,2,11-02-2024 14:55
31071573,2018,0,11-02-2024 14:57
42347152,2018,2,11-02-2024 14:58
63894964,6685,1,31-01-2024 15:48
25092948,6685,2,31-01-2024 15:49
72889522,6685,3,31-01-2024 15:53
85525867,6685,0,31-01-2024 15:57
55846362,6685,2,31-01-2024 15:59
71716340,6685,3,31-01-2024 16:03
74687287,6685,4,31-01-2024 16:07
86843770,6685,5,31-01-2024 16:09
44344214,6597,0,09-01-2024 17:36
59697768,6597,0,09-01-2024 17:42
19474184,9406,1,17-03-2024 14:20
63210676,9406,2,17-03-2024 14:23
16252276,9406,3,17-03-2024 14:24
34366846,9406,4,17-03-2024 14:28
17633591,9406,0,17-03-2024 14:32
57626174,9406,2,17-03-2024 14:33
43182650,9406,3,17-03-2024 14:38
92616367,9406,0,17-03-2024 14:43
98546054,9406,1,17-03-2024 14:46
55521412,9406,2,17-03-2024 14:48
95429685,9406,3,17-03-2024 14:53
87482161,9406,4,17-03-2024 14:58
91538908,9406,5,17-03-2024 15:03
51290894,9388,0,13-01-2024 21:44
36810973,5525,1,28-03-2024 10:27
89720773,5525,0,28-03-2024 10:33
49854549,5777,0,16-03-2024 17:48
94834301,5777,0,16-03-2024 17:57
50344834,4558,0,30-01-2024 21:13
19796031,4558,0,30-01-2024 21:22
16639915,8190,0,11-02-2024 20:03
31599629,8190,0,11-02-2024 20:13
42836716,2151,0,29-01-2024 16:55
57077423,4219,1,06-02-2024 16:13
46987245,4219,2,06-02-2024 16:17
12129298,4219,0,06-02-2024 16:25
31801419,4219,2,06-02-2024 16:28
89398020,4219,0,06-02-2024 16:33
61106982,4219,1,06-02-2024 16:34
54222611,4219,2,06-02-2024 16:39
67888707,9796,1,07-01-2024 13:12
94178253,9796,2,07-01-2024 13:16
22348283,9796,3,07-01-2024 13:21
92841792,9796,4,07-01-2024 13:26
97371375,9796,0,07-01-2024 13:30
25829709,9796,2,07-01-2024 13:35
42680505,9796,3,07-01-2024 13:38
31020971,9796,0,07-01-2024 13:40
67389006,9796,1,07-01-2024 13:42
73025095,9796,2,07-01-2024 13:44
50145664,9796,3,07-01-2024 13:48
97308677,9796,4,07-01-2024 13:50
79589904,3193,0,02-02-2024 17:09
89369854,9957,1,02-01-2024 18:05
69184951,9957,2,02-01-2024 18:06
66245298,9957,0,02-01-2024 18:17
93780869,9957,2,02-01-2024 18:18
33577715,9957,0,02-01-2024 18:24
28503488,9957,1,02-01-2024 18:25
60292158,9957,2,02-01-2024 18:28
34853543,1988,1,26-01-2024 20:24
26838014,1988,2,26-01-2024 20:27
38792376,1988,3,26-01-2024 20:30
99490852,1988,0,26-01-2024 20:39
28315345,1988,2,26-01-2024 20:40
10387658,1988,3,26-01-2024 20:43
74442279,1988,0,26-01-2024 20:47
14029454,1988,1,26-01-2024 20:49
32688401,1988,2,26-01-2024 20:54
47526132,1988,3,26-01-2024 20:55
40068882,1578,1,12-03-2024 17:41
59884903,1578,2,12-03-2024 17:43
41337572,1578,0,12-03-2024 17:46
80601937,1578,2,12-03-2024 17:48
78643990,4768,0,21-02-2024 17:30
67151693,4768,0,21-02-2024 17:43
31434064,4556,0,05-02-2024 11:27
52333312,4556,0,05-02-2024 11:40
60804546,7964,1,08-02-2024 17:36
42086669,7964,2,08-02-2024 17:39
85291806,7964,3,08-02-2024 17:40
96355796,7964,4,08-02-2024 17:43
41166816,7964,0,08-02-2024 17:46
73693493,7964,2,08-02-2024 17:47
42684482,7964,3,08-02-2024 17:51
46766410,7964,0,08-02-2024 17:52
56742486,7964,1,08-02-2024 17:56
43220865,7964,2,08-02-2024 17:58
93091380,7964,3,08-02-2024 18:03
51410104,7964,4,08-02-2024 18:07
88155932,7964,5,08-02-2024 18:11
88686916,7209,1,26-03-2024 19:36
24840702,7209,2,26-03-2024 19:38
13649128,7209,3,26-03-2024 19:41
92228830,7209,0,26-03-2024 19:46
14299213,7209,2,26-03-2024 19:49
99157834,7209,3,26-03-2024 19:50
51996676,7209,0,26-03-2024 19:53
78503710,7209,1,26-03-2024 19:56
45258808,7209,2,26-03-2024 19:59
66339740,7209,3,26-03-2024 20:01
49072484,3150,1,12-02-2024 18:31
28448626,3150,2,12-02-2024 18:35
78657592,3150,0,12-02-2024 18:49
39473402,3150,2,12-02-2024 18:51
61309925,3150,0,12-02-2024 18:56
88896804,3150,1,12-02-2024 18:58
36093578,3150,2,12-02-2024 19:00
16872941,7109,0,26-02-2024 19:32
29455553,7109,0,26-02-2024 19:40
20822604,5549,1,26-03-2024 19:05
99007301,5549,2,26-03-2024 19:10
18955239,5549,3,26-03-2024 19:12
14883614,5549,4,26-03-2024 19:17
21965414,5549,0,26-03-2024 19:21
50167492,5549,2,26-03-2024 19:22
54665441,5549,3,26-03-2024 19:27
85972859,5549,0,26-03-2024 19:31
39459337,5549,1,26-03-2024 19:34
94862804,5549,2,26-03-2024 19:35
42316846,5549,3,26-03-2024 19:40
80717107,5549,4,26-03-2024 19:42
85779648,5549,5,26-03-2024 19:43
60476609,2094,1,29-01-2024 11:58
15703383,2094,2,29-01-2024 12:01
23309034,2094,3,29-01-2024 12:04
52633960,2094,0,29-01-2024 12:07
65605186,2094,2,29-01-2024 12:08
79451733,2094,3,29-01-2024 12:12
19048493,2094,4,29-01-2024 12:14
69288952,1081,1,22-03-2024 12:36
53912851,1081,2,22-03-2024 12:41
70059513,1081,3,22-03-2024 12:42
51833851,1081,0,22-03-2024 12:46
47788951,1081,2,22-03-2024 12:50
16183144,1081,3,22-03-2024 12:53
78022273,1081,0,22-03-2024 12:54
13505835,1081,1,22-03-2024 12:56
72464847,1081,2,22-03-2024 12:59
86493759,1081,3,22-03-2024 13:03
23500518,5047,0,07-01-2024 10:56
48946681,5047,0,07-01-2024 11:06
25866006,2560,0,30-01-2024 18:07
57923539,2560,0,30-01-2024 18:17
61774411,2622,0,15-01-2024 15:20
97092586,2622,0,15-01-2024 15:29
69537123,1106,0,19-01-2024 18:57
99230345,6853,1,11-01-2024 19:14
66116462,6853,0,11-01-2024 19:27
91419317,8543,1,10-01-2024 21:24
92159923,8543,2,10-01-2024 21:25
78959473,8543,3,10-01-2024 21:26
33938135,8543,0,10-01-2024 21:33
83871348,8543,2,10-01-2024 21:36
26941483,8543,3,10-01-2024 21:40
72272396,8543,0,10-01-2024 21:44
47139277,8543,1,10-01-2024 21:48
88163091,8543,2,10-01-2024 21:50
46406644,8543,3,10-01-2024 21:54
79899136,1956,1,21-02-2024 10:11
90147549,1956,2,21-02-2024 10:16
41219679,1956,0,21-02-2024 10:22
83046939,1956,2,21-02-2024 10:24
49675947,2228,1,28-01-2024 17:15
41861325,2228,2,28-01-2024 17:19
43198128,2228,3,28-01-2024 17:24
21633931,2228,4,28-01-2024 17:25
87414088,2228,0,28-01-2024 17:27
46720074,2228,2,28-01-2024 17:30
30214729,2228,3,28-01-2024 17:32
53636463,2228,0,28-01-2024 17:34
33011084,2228,1,28-01-2024 17:36
22948701,2228,2,28-01-2024 17:40
98378963,2228,3,28-01-2024 17:45
83452706,2228,4,28-01-2024 17:48
85886823,2228,5,28-01-2024 17:50
57010592,3384,1,14-02-2024 17:51
18194767,3384,2,14-02-2024 17:56
44884660,3384,3,14-02-2024 18:01
68986664,3384,0,14-02-2024 18:04
92074642,3384,2,14-02-2024 18:09
19015880,3384,3,14-02-2024 18:10
54483072,3384,4,14-02-2024 18:11
87471463,7534,0,26-02-2024 19:18
21554905,8610,0,07-03-2024 14:00
33785415,7958,0,04-02-2024 21:51
16766965,7958,0,04-02-2024 22:00
62689397,4703,0,30-03-2024 12:05
97868265,4703,0,30-03-2024 12:14
15660458,8142,1,07-03-2024 19:21
72440722,8142,2,07-03-2024 19:22
75600366,8142,3,07-03-2024 19:23
54603875,8142,4,07-03-2024 19:24
76080987,8142,0,07-03-2024 19:26
35569027,8142,2,07-03-2024 19:27
10188259,8142,3,07-03-2024 19:31
51736982,8142,0,07-03-2024 19:35
13646685,8142,1,07-03-2024 19:40
46874799,8142,2,07-03-2024 19:43
60983134,8142,3,07-03-2024 19:46
47485304,8142,4,07-03-2024 19:47
53080097,6578,1,12-03-2024 13:49
17371444,6578,0,12-03-2024 14:00
83624159,6578,0,12-03-2024 14:07
95686594,6578,1,12-03-2024 14:10
68459890,1164,0,20-03-2024 19:49
72228477,1164,0,20-03-2024 19:57
84205323,9457,0,07-02-2024 17:47
50912308,9457,0,07-02-2024 17:52
25018740,9161,1,11-01-2024 16:07
49295755,9161,0,11-01-2024 16:18
68374705,9161,0,11-01-2024 16:27
47468920,9161,1,11-01-2024 16:31
87496820,6716,1,01-01-2024 17:17
30901806,6716,2,01-01-2024 17:20
93060213,6716,0,01-01-2024 17:26
96314761,6716,2,01-01-2024 17:31
14386396,9872,0,02-04-2024 17:50
75536917,6211,0,19-01-2024 10:12
68483900,6211,0,19-01-2024 10:18
11369802,9048,0,22-02-2024 20:38
20432433,9048,0,22-02-2024 20:43
15913745,5828,1,15-03-2024 10:45
71653871,5828,0,15-03-2024 10:58
96249672,5828,0,15-03-2024 11:06
15381503,5828,1,15-03-2024 11:10
76833721,4333,1,20-03-2024 13:46
97826069,4333,2,20-03-2024 13:48
89434737,4333,3,20-03-2024 13:49
42201326,4333,0,20-03-2024 13:50
27959999,4333,2,20-03-2024 13:54
19491203,4333,3,20-03-2024 13:57
84871773,4333,4,20-03-2024 14:01
83256749,4849,0,17-03-2024 21:32
69671206,6183,1,06-01-2024 16:43
89366559,6183,2,06-01-2024 16:44
35457055,6183,3,06-01-2024 16:49
21482902,6183,0,06-01-2024 16:52
66930527,6183,2,06-01-2024 16:57
68355784,6183,3,06-01-2024 17:02
91282933,6183,4,06-01-2024 17:03
39961393,3176,0,14-01-2024 10:34
51934516,3176,0,14-01-2024 10:40
40496697,8432,1,08-04-2024 18:12
82326242,8432,2,08-04-2024 18:16
73016387,8432,3,08-04-2024 18:20
69356554,8432,0,08-04-2024 18:23
24718126,8432,2,08-04-2024 18:27
72489948,8432,3,08-04-2024 18:31
68172712,8432,4,08-04-2024 18:35
30248082,8432,5,08-04-2024 18:36
67447820,3577,1,06-04-2024 17:39
91868212,3577,0,06-04-2024 17:45
27451682,1674,1,07-03-2024 16:06
54281987,1674,0,07-03-2024 16:15
32089438,1674,0,07-03-2024 16:29
46443737,1674,1,07-03-2024 16:31
30100832,2250,1,10-04-2024 12:06
64136857,2250,2,10-04-2024 12:11
14616282,2250,0,10-04-2024 12:16
84743000,2250,2,10-04-2024 12:17
56584943,2807,1,29-01-2024 20:19
37272375,2807,2,29-01-2024 20:23
90568942,2807,3,29-01-2024 20:24
16791321,2807,0,29-01-2024 20:26
90457799,2807,2,29-01-2024 20:31
78998810,2807,3,29-01-2024 20:32
99740931,2807,4,29-01-2024 20:34
11582003,7848,1,03-01-2024 17:28
36785392,7848,2,03-01-2024 17:29
96735162,7848,0,03-01-2024 17:34
84976530,7848,2,03-01-2024 17:39
54088702,3581,1,20-02-2024 10:33
90470092,3581,2,20-02-2024 10:36
36210917,3581,0,20-02-2024 10:43
14046287,3581,2,20-02-2024 10:45
39653479,3581,0,20-02-2024 10:52
46720749,3581,1,20-02-2024 10:53
15925500,3581,2,20-02-2024 10:58
19344290,6682,1,11-03-2024 21:55
85520319,6682,2,11-03-2024 21:58
31383408,6682,3,11-03-2024 22:02
72369033,6682,4,11-03-2024 22:06
36362975,6682,0,11-03-2024 22:07
99548378,6682,2,11-03-2024 22:10
38946235,6682,3,11-03-2024 22:11
38938659,6682,0,11-03-2024 22:13
16745095,6682,1,11-03-2024 22:14
48056853,6682,2,11-03-2024 22:18
11196803,6682,3,11-03-2024 22:23
41410784,6682,4,11-03-2024 22:27
86500416,1036,1,05-01-2024 21:46
42501470,1036,2,05-01-2024 21:48
42452380,1036,3,05-01-2024 21:52
85409905,1036,0,05-01-2024 21:57
96475723,1036,2,05-01-2024 22:00
96671883,1036,3,05-01-2024 22:05
37456195,1036,4,05-01-2024 22:07
22399367,1036,5,05-01-2024 22:09
99688047,9863,1,31-01-2024 11:44
22908830,9863,2,31-01-2024 11:46
66734301,9863,3,31-01-2024 11:48
55447147,9863,0,31-01-2024 11:51
